,퀘스트지상주의,장씨세가 호위무사,호랑신랑뎐,소녀의 세계,백수세끼,신화급 귀속 아이템을 손에 넣었다,앵무살수,팔이피플,버림받은 왕녀의 은밀한 침실,잔불의 기사,불청객,절대검감,똑 닮은 딸,리턴 투 플레이어,"아, 쫌 참으세요 영주님!",히어로메이커,메리의 불타는 행복회로,꼬리잡기,물어보는 사이,이별 후 사내 결혼,더블클릭,순정말고 순종,결혼생활 그림일기,아슈타르테,황제와의 하룻밤,북부 공작님을 유혹하겠습니다,신군,파운더,꿈의 기업,오빠집이 비어서,미니어처 생활백서,우산 없는 애,제왕: 빛과 그림자,다시쓰는 연애사,굿바이 유교보이,오늘의 비너스,칼가는 소녀,하루의 하루,세번째 로망스,"또다시, 계약 부부",레지나레나 - 용서받지 못한 그대에게,버그이터,원작은 완결난 지 한참 됐습니다만,찌질하지만 로맨스는 하고 싶어,사랑의 헌옷수거함,말박왕,루크 비셸 따라잡기,아마도,최후의 금빛아이,모스크바의 여명,백호랑,경비실에서 안내방송 드립니다,입술이 예쁜 남자,달로 만든 아이,싸이코 리벤지,그림자 신부,파견체,왕따협상,매지컬 급식:암살법사,나만의 고막남친,모락모락 왕세자님,지옥연애환담,모노마니아,악녀 18세 공략기,흔들리는 세계로부터,역주행!,디나운스,사막에 핀 달,결혼공략,헬로맨스,슈퍼스타 천대리,오로지 오로라,남주서치,기사님을 지켜줘,별을 쫓는 소년들,김부장,여신강림,대학원 탈출일지,마루는 강쥐,1을 줄게,내가 키운 S급들,멸망 이후의 세계,시체기사 군터,용사가 돌아왔다,중증외상센터 : 골든 아워,삼국지톡,악몽의 형상,랜덤채팅의 그녀!,집이 없어,천마는 평범하게 살 수 없다,하북팽가 막내아들,초인의 게임,호랑이 들어와요,원주민 공포만화,여우자매,에이머,왕게임,윌유메리미,덴큐,올가미
불청객,4350.655243902588,3763.836771421717,2673.967431866796,2228.313617828633,2084.895201478034,5678.3563528464265,22835.89258905336,16519.207525160764,7263.448330991246,3639.301903883345,0.0,10321.186222443324,16290.392450239004,4497.120193858257,1788.3657496782992,808.0891191787438,7409.119834253084,250.7062253076741,15080.20878870706,1693.0341376349072,14270.378146658402,2307.903409530064,11563.672278484186,12554.641172800875,2133.4425571602264,14505.765274110505,16344.837131399565,3040.6505912501125,15442.04375521021,4878.737571478976,3505.6782034193866,1099.5150566218772,2700.098809893018,3144.13247497606,3017.5137195646203,5881.61905039038,15452.12524571281,1797.3104202773695,14256.54165475032,11745.69606730347,5071.030836623343,11287.803657268283,3476.8588422802995,9432.752456176151,772.5579809258313,5228.048643172828,9493.004429096509,9203.700864484912,8033.922247098952,1241.2412473137929,10113.777675350824,12302.091756464475,7065.139066740756,15199.189154427584,1279.3730158356304,5553.395536210011,7263.724696166244,4395.155962367696,11251.263609874188,9351.818170460858,10827.444357898006,564.6482545711943,2040.269489172656,12779.557045654888,6889.087481872867,6803.401203904456,1524.8819340673488,1190.5029030865076,9544.76205729256,14901.131036778446,5620.008292106712,6335.86108458007,6028.040163453554,6322.645191355888,6399.955167345451,4317.491656970526,13597.594707398712,12789.860517271576,10135.748870580326,2871.4870027960314,4030.856919661291,28124.115950268973,13262.381046732848,2564.970459746018,1817.249886837316,7247.630331797453,13417.682000195107,9827.8772656159,11544.746905363116,1789.01693616768,3777.550771860546,1718.9118727079228,4055.142525476458,9046.42429914984,504.1733923295116,9485.540824047745,10825.73512519089,12306.24733433628,1904.9995457201228,9942.238556743248
절대검감,14487.839064431662,6782.459799773704,7866.814065606114,12457.21988699709,8604.205027616854,15842.047887799998,13034.463248649565,6244.469722905041,3078.194726004278,6683.17878689641,10321.186222443324,0.0,5973.692820408928,5824.139976603371,11127.276710470229,10958.945116743318,2924.577545614839,10307.651730890257,4759.210585754587,11829.757201581908,3965.5861622684906,11555.120052271102,1244.3491365395994,2373.533066418678,8325.907036069564,4191.444876768517,6191.132494887282,7309.2023854552035,5121.385087458598,5465.783297731059,13740.453664902712,9575.253629146631,8075.956140938347,7192.938580079227,7333.287205347474,4554.422576727119,25690.289706999512,8833.125663198065,4243.631915191249,1595.8235423405984,5798.3805394430565,2356.1855933717466,6961.2256199774665,1043.4211950127876,9753.662926235807,15529.810742361986,833.7682820211996,1238.1719820999972,2381.6834076188848,11025.402959872325,1112.9165100032565,22471.581252046515,17321.62731021129,4967.84865162642,9206.136633186949,15870.256094569544,3135.235875687288,6046.093180620378,21432.05352765196,1104.94386519336,774.6310487708473,10632.407073522216,11814.665640935777,2516.054059312352,3704.086779036227,3528.0212909693832,10737.549521338437,9725.54820934912,1278.0564836152553,4659.252677936142,15897.655667211146,4032.875746525504,4359.285664448767,4042.894389129123,3939.841995133996,6255.053798708971,3322.7066610617267,2476.711575932524,186.11861182253145,13084.524490387095,6304.443676781626,17889.049316199573,3016.383842625868,8220.350304981406,11827.708647768532,17553.197629673417,23549.47382363192,19903.7865344826,1240.700274140503,11929.9394832468,13377.612153809843,9680.808767390326,6366.032136230051,2461.453202934499,9990.401231826016,19608.070196710123,594.4514208322389,22450.954095577054,8831.122158019927,1466.488059153929
똑 닮은 딸,20455.42918609328,12738.750167655076,13832.392461136613,18430.80584982647,14567.4781227407,21809.13027481501,7796.662143390125,700.7295764062509,9049.548991252825,12654.711012899072,16290.392450239004,5973.692820408928,0.0,11794.797334623663,17081.383286018467,16932.62993980075,8897.406934393022,16280.216172682964,1255.1488119217752,17802.586215312385,2028.0515179850183,17495.486866050036,4729.410673179212,3811.094748765029,14297.729177380996,1784.8292441056972,1506.9697217830785,13282.894313211176,869.5386969003664,11439.16500368711,19713.59548776457,15546.994251751796,14026.647530256296,13154.750681602449,13291.438797622286,10509.45125383997,31658.027091735297,14801.046878467603,2665.798178011167,4591.919853145435,11681.085292807287,5574.092425906435,12929.729526002346,6917.573438302387,15727.332407460352,21503.131443936625,6798.13755006246,7101.048924423163,8280.472551897825,16994.788451507407,6281.81321942168,28430.97744729188,23294.17968731643,1415.0186221841705,15179.385159442058,21834.548321572074,9052.08067717716,12010.039817481613,27394.13739758892,6952.890347383328,5485.742006185644,16606.0734096333,17776.518132206264,3535.329523751495,9599.11653839356,9488.16861049199,16695.437185102473,15693.799975517437,6827.327962448299,1601.8416485397113,21871.27511156396,10000.421743322026,10291.472620478986,10011.160358693673,9912.61728172789,12202.049168791633,2726.721477905024,3537.2193239508742,6159.693745173284,19057.516403310183,12278.063143508569,11973.000914699029,3082.780232051561,14172.64639027344,17797.67877868511,23526.492318631324,29501.43776797604,25852.793066142,4745.66439879054,17902.68265066473,19310.565197789805,15631.728704351544,12333.847116199702,7788.362477182648,15963.858441562334,25564.379357698355,5466.936329368996,28406.455409333907,14751.46696304442,6657.6711088508455
리턴 투 플레이어,8711.347544755748,1343.9801718742176,2184.643266708782,6648.218601878574,2911.505228181496,10064.349591316222,18501.5406226145,12034.160731845708,2774.230659594659,860.6207198066261,4497.120193858257,5824.139976603371,11794.797334623663,0.0,5431.2060301323545,5146.463851502172,2916.0431164937804,4486.447748920582,10583.091289002456,6030.721152105698,9777.050074845709,5908.611305045064,7066.960711575842,8077.139450242477,2560.2742253756383,10010.507420199036,11888.261230894384,1513.3448211210234,10945.249129319944,493.4714708898661,7935.490365355333,3795.992182108004,2507.850703561114,1393.0198807491788,1546.6494703121598,1528.9732337763412,19900.045488798125,3097.0631807605296,9819.27965904792,7266.223034762481,1703.843603401658,6943.540983878653,1309.9579752840982,4946.862745847698,3946.781933310803,9710.512042017455,4996.726661256255,4721.868562542063,3567.127762809949,5253.808647558783,5666.611535680493,16706.944762739287,11517.768367151648,10722.181462734174,3411.3893251397067,10048.039636309417,2808.3981733020764,779.0174280828542,15661.456025666728,4869.389944398187,6344.048007669701,4819.424124404668,6076.180981006086,8291.437704205879,2554.1795339194427,2315.0316955595526,5029.785839852656,3972.714058696,5095.714331089889,10421.313638809092,10085.547113302064,1878.5340960926387,1617.386226845866,1862.894053269463,1916.6100121327872,1153.9517124984973,9109.196921405892,8293.330410498065,5638.659295486628,7281.748819315091,533.8444260136772,23657.737567329543,8778.124150238305,2629.378056690498,6048.494026098068,11733.521041135871,17801.84175722648,14170.645906694695,7049.597857440541,6131.443407668436,7729.114247337642,4031.218222504888,847.8349630689355,4748.982416781344,4174.394322317531,13856.387716887531,6333.071279977031,16696.330798193518,3143.230183283636,5520.042825769924
"아, 쫌 참으세요 영주님!",3412.42119253677,4344.976766786169,3273.555783217117,1723.3776326416416,2533.5424903251023,4752.793019360302,23932.567219051634,17371.686674400098,8054.924558828089,4599.135207142362,1788.3657496782992,11127.276710470229,17081.383286018467,5431.2060301323545,0.0,1143.1478838953262,8212.616830311614,1567.3953434252871,15843.934420106583,1151.44322045505,15090.2721043112,544.6679782331117,12366.976906166332,13447.757756471638,2875.9223865957374,15308.68038222198,17276.371458689755,3925.421361170168,16218.333024786916,5700.725194328016,2812.525556135393,1702.5572887154328,3054.793242716481,4269.928463166476,4191.599015417762,6574.365816469974,14588.339674120743,2334.30311434519,15228.287655985723,12637.12206847887,5460.4357662607335,12373.771077257485,4183.670534180415,10163.896497546351,1704.1397063595286,4648.382088414725,10323.794218546847,10105.293644994335,8978.680447085388,598.4447820219291,11081.009739467445,11349.908565054342,6287.628826104135,16083.425326060087,2103.796242733793,5231.062781715379,8232.141865435153,5083.792541100755,10315.113472568051,10250.465720191514,11712.210644988434,1235.4829940461802,736.8127374994735,13635.02154603434,7495.65587011388,7712.905967168383,403.7289114021971,1481.728249795431,10511.273750847313,15777.696637440027,4933.359869935545,7097.049012475735,7045.32321040981,7087.902962055557,7203.484088419926,4879.4460957344745,14447.621807887528,13546.36606748489,10941.54911820094,2192.534550063929,4905.801391077457,29015.73065560744,14130.574510613496,2908.771557958944,958.8749922736672,6619.501864578367,12422.448649203016,8776.645595400956,12367.570527444554,1209.5808276396835,2302.9101624441514,1450.6860535432702,4772.335613929608,9519.208516965393,1635.9402655581976,8483.051668044955,11671.862522460846,11325.421575508446,3546.445690379642,10531.00248596314
히어로메이커,3598.127122448188,4276.5485826639215,3161.93016075255,1502.2178788935084,2476.242353688645,4940.994108693915,23567.16774638248,17180.26471225452,7886.102106575321,4286.231733194728,808.0891191787438,10958.945116743318,16932.62993980075,5146.463851502172,1143.1478838953262,0.0,8036.370399593392,693.4192530921591,15712.687963807575,908.997133812464,14919.231616125302,1601.2788010480149,12203.223329527822,13223.173249571506,2653.9742397436107,15149.707984666944,17028.749508537243,3649.761191195313,16078.851562267238,5494.700184936482,2790.561292899533,1428.3930261103778,3088.415031914791,3837.901663853176,3724.560626776952,6462.413486441922,14756.769756562402,2203.497848406507,14949.829761341702,12412.443464919215,5532.645359012309,12008.42114200119,4030.621682942767,10044.08296574044,1206.6638246762168,4573.158949296421,10136.372406738825,9868.047712846635,8707.722629600528,544.7039860195206,10799.679421928804,11580.64966613012,6371.772184038093,15868.365953003597,1761.79657484748,4982.812879568031,7941.787001779544,4958.600675926247,10531.920609475925,10015.670650708938,11490.50550387154,327.0456744754334,1243.3694489482075,13437.171559513286,7447.001984560583,7461.456373998863,1030.2991301807238,1363.293005503893,10229.204378578605,15567.7352917781,4939.796661893532,6943.27490766627,6714.985941104627,6931.335784991367,7021.840362973802,4833.238316500965,14254.721701120505,13416.88276006801,10772.964248828854,2139.737157769513,4654.678321734686,28802.593359705228,13924.50851812491,2941.8412890696204,1010.5626493056247,6596.125368060671,12687.610640847664,9079.959948994623,12190.320547737818,1008.6466578596194,2970.4547688845687,1728.8616950046635,4623.712025475254,9567.727719006443,973.3089714698032,8747.310082274134,11477.054232653136,11578.06961785218,2711.6145185481346,10507.404015380038
메리의 불타는 행복회로,11564.322293410376,3872.322768262973,4945.862924256348,9533.59953546768,5684.565468240063,12918.641076504357,15815.78988907276,9163.26408491695,163.16231585332108,3770.136688817094,7409.119834253084,2924.577545614839,8897.406934393022,2916.0431164937804,8212.616830311614,8036.370399593392,0.0,7389.042297687111,7676.5989273108835,8905.329907219739,6889.473155592934,8650.26647759395,4168.744603088946,5237.7148399775415,5401.351718986295,7115.927814602512,9069.36519648617,4386.876039336067,8042.522229886164,2541.903206161645,10816.209106014056,6650.694051793204,5168.33710097551,4300.7875619946535,4447.615217742667,1662.9879102305763,22766.366828515904,5910.172073964129,7046.26167768529,4428.47651012932,3011.6835831465664,4411.434120271333,4038.50778958811,2034.0218865150136,6830.508728692746,12608.531161707631,2111.565744795025,1928.7479832960605,1015.6538709392674,8101.434691102377,2956.2515580319136,19550.90674253293,14397.135890533218,7870.809239480067,6281.978891712633,12961.998396934954,827.3197016157826,3128.8405392987306,18510.30084972728,2067.1384815724464,3504.7166636567217,7710.076368455346,8894.490231605248,5423.166026859871,1092.0078736382557,752.7256718008936,7820.468964905101,6802.233027309214,2411.297863545338,7565.186637224106,12974.096808190014,1117.557544942167,1620.1953394845254,1125.7016933506548,1015.2839756902696,3359.213735132853,6237.230708309977,5382.357247579277,2738.463075987747,10160.181886953147,3383.512221422013,20804.779057965887,5918.034057056469,5310.8478563164645,8903.493294993163,14631.867130681709,20632.134777539093,16988.59520193573,4161.118737753112,9005.480204609572,10475.980991038028,6770.091112037412,3444.241634147709,2242.504046524555,7069.278369098263,16689.17117226408,3459.497303963168,19532.06313945578,5995.449280358484,2700.3730031949035
꼬리잡기,4287.835039975659,3686.587452831288,2582.0689841023864,2179.379221647356,1952.2532682083672,5627.132276133748,22880.08116082795,16519.12582846244,7240.94953136645,3625.977798817085,250.7062253076741,10307.651730890257,16280.216172682964,4486.447748920582,1567.3953434252871,693.4192530921591,7389.042297687111,0.0,15064.866303530196,1602.1502121743083,14263.439688077737,2096.595774989934,11551.371891250015,12558.25754232189,2051.4094267174582,14496.26391822692,16357.790641140256,3005.4921295793097,15428.959692147291,4850.795955082836,3466.7959127470176,925.7806360509032,2571.7387314400416,3158.5447903383,3040.844125640969,5837.80636151756,15429.68358659728,1666.2374414489727,14274.981680762028,11748.170621550518,4976.8818673662745,11323.84169015108,3416.4234224029524,9405.632596961494,620.9623538440596,5224.113525779538,9482.174182229004,9204.249896078109,8039.533521302156,1047.498452151192,10127.134136358674,12263.036196969728,7042.135995227563,15203.504332077233,1168.6845081352765,5587.739627827194,7271.564256523501,4341.315292934791,11213.464390681866,9352.130371103474,10827.67084001594,390.4550647363568,1878.6547546133304,12777.128084283102,6835.909925684983,6799.473530808386,1285.1816020014364,979.159288012484,9557.115825050583,14903.965409998053,5603.391725561377,6305.137154464897,6040.710114346859,6292.537469888471,6376.500797821701,4242.9184645999,13595.021975325786,12771.395695556594,10121.880366618194,2821.238563258968,4005.6963620495103,28134.45686625643,13262.511796877854,2431.842636343927,1694.0483867854996,7247.073509754369,13372.883710313788,9769.768418694346,11535.607472793528,1701.4877787880944,3628.677683037056,1490.5478739988623,4002.943291475352,8979.28408522556,344.3730344246293,9434.590120776063,10819.511160569462,12262.661229594472,2046.5729582709348,9893.974705858507
물어보는 사이,19224.12179266693,11504.02008844514,12601.521168762863,17208.766982000816,13334.95344296142,20577.21633059256,8950.266848750782,1736.7526875907108,7826.621996177294,11441.690076768797,15080.20878870706,4759.210585754587,1255.1488119217752,10583.091289002456,15843.934420106583,15712.687963807575,7676.5989273108835,15064.866303530196,0.0,16578.02629516176,944.0331322225812,16253.828688637104,3518.8310346136896,2722.887485153457,13072.237422830336,667.5316947695076,2185.161700778414,12063.44620781183,388.1907913098596,10217.989674317789,18489.53455359962,14321.00668438838,12789.23950471728,11951.189135470104,12090.443098458692,9276.102947585568,30425.652449208137,13571.405898425097,2134.3173253942896,3457.665135247584,10433.62731340346,4621.598848334023,11701.338165703217,5681.49532092204,14506.52799393827,20285.115413252235,5589.410928585887,5916.231574958818,7096.162269144286,15765.732730833814,5150.198884090531,27193.8098615782,22068.257418171423,1194.1197274593546,13956.49999701068,20629.392199259142,7865.232561027842,10779.220512801188,26158.407382683745,5768.759167472012,4318.741716601496,15386.514035297754,16542.193638780416,2403.206503855873,8355.570438028759,8284.587914105474,15459.586551491975,14464.120803240276,5678.760464263242,1100.1702824126007,20649.068553486668,8773.388319341233,9101.537855885554,8784.609406625146,8690.850211047438,10964.663147309591,1646.745100456439,2298.5410565657944,4944.511983618031,17833.139613083706,11059.91303111053,13226.300515123576,2009.686590263567,12935.690767754417,16569.008631055247,22308.43390031801,28261.20370678286,24611.954655751724,3547.5951615753825,16677.91254432725,18066.747909953723,14393.682100168724,11105.24455824218,6533.435185208086,14745.86485614066,24326.16912162279,4275.476786167716,27167.624517937355,13570.365189155773,5402.868332136214
이별 후 사내 결혼,2692.660737316148,5102.81551996891,3990.208860320957,648.779145405156,3274.684938811988,4039.744439385019,24472.09549001693,18059.46320887132,8753.092636528438,5172.235298287284,1693.0341376349072,11829.757201581908,17802.586215312385,6030.721152105698,1151.44322045505,908.997133812464,8905.329907219739,1602.1502121743083,16578.02629516176,0.0,15793.261907074912,1306.0687702784753,13074.03019598006,14107.07967112295,3505.851690354118,16021.197681223934,17918.191958783525,4525.0142872183005,16946.30957123977,6364.162785857374,1911.5938435175303,2257.9493606982296,3866.6258697204817,4739.07721130232,4628.780034826456,7311.756214015965,13869.567680060987,3019.2067204153336,15843.434977979055,13295.90627265057,6318.819771679691,12911.501365978647,4879.451694395535,10902.318731272188,2084.406777273416,3728.633862181025,11010.57138637266,10751.913171245946,9596.32827886899,858.5701283865019,11691.741623114209,10682.2969957738,5491.930428709902,16751.683467502502,2624.182027109925,4211.354206826141,8832.650089463754,5805.642146664008,9634.769557571335,10899.220670646684,12372.799595766604,1228.6825641933222,666.8529885127044,14316.030582879306,8280.903485850686,8344.959128784874,1346.5659276268048,2134.4256568292844,11120.977793378315,16449.972370171225,4073.130125282034,7804.709130858475,7610.107014216153,7793.423476766851,7890.057455170846,5656.31347192581,15133.010216015797,14280.519407305906,11643.660579606112,1255.1150573624543,5530.518522342452,29688.207465754167,14805.256528028704,3717.7230657975033,265.5522457723103,5744.652615322279,11785.742875122149,8173.37496907445,13064.090514110496,100.85826214087852,2158.3595205197125,2355.612173396621,5475.240811466262,10374.131359009223,1872.1433719444992,7843.536286761268,12354.003536512766,10677.094295665938,3593.024195313908,11339.047491440677
더블클릭,18453.39254943472,10745.35342432809,11832.24542572292,16418.890371311085,12569.322501638462,19807.61887598769,9351.39843722989,2291.140976627005,7043.688646081819,10637.462007898828,14270.378146658402,3965.5861622684906,2028.0515179850183,9777.050074845709,15090.2721043112,14919.231616125302,6889.473155592934,14263.439688077737,944.0331322225812,15793.261907074912,0.0,15513.09188199912,2723.4188398361043,1800.961055544685,12290.619560815689,276.50159046810575,2411.195240442762,11270.30851160767,1224.0282418592485,9429.191441224337,17703.321411293327,13539.912041197163,12037.15197544394,11132.168422279214,11267.78355229822,8515.947444637415,29655.745076267795,12798.709194160294,1444.533779005062,2566.5436023676,9721.249191514977,3677.615167026157,10926.808998973249,4937.400398381693,13715.023524309192,19487.338322811287,4783.011937069956,5074.791235900722,6253.621561958812,14990.8079059559,4259.25781860048,26436.523485543785,21285.16402817566,1144.6550535283377,13169.203114045142,19811.41694674641,7025.481546314549,10011.086820392366,25397.39052404775,4926.565199336005,3457.8219765884137,14592.438351333243,15779.718148236429,1508.3185286866374,7629.764908253748,7467.013383740375,14701.61032292893,13691.111003901467,4801.032254425392,852.7380056574447,19858.87022048409,7998.288758112106,8265.208835663703,8008.403128665838,7904.50894003818,10214.011393245726,713.1506837160834,1611.097351385234,4151.661011944791,17047.69873768203,10264.853224355358,13931.242386424936,1076.7994035947263,12182.18935932434,15792.96114220314,21510.478162769075,27512.70968425799,23865.96813669329,2729.18986629997,15893.547694570196,17332.865889953013,13642.48117266142,10331.603655064093,5932.181095431426,13949.126661172026,23572.283775151725,3444.643090142629,26415.071375043768,12723.55488973196,4775.598215120512
순정말고 순종,3094.7918114990425,4777.969398531431,3733.849769351308,1727.3129750656851,2998.2804796695154,4405.084374121728,24403.246996000107,17798.39682238069,8491.062135601738,5088.04412936309,2307.903409530064,11555.120052271102,17495.486866050036,5908.611305045064,544.6679782331117,1601.2788010480149,8650.26647759395,2096.595774989934,16253.828688637104,1306.0687702784753,15513.09188199912,0.0,12791.266975280403,13887.976871577324,3367.268974648838,15727.641104248014,17719.282655251325,4412.729955475981,16630.394418380576,6157.893239828971,2613.7727013396925,2229.780270958458,3481.9304030582653,4782.506363492684,4709.916118547226,7001.067587069711,14203.105257622075,2820.658184332793,15681.301299332035,13078.45293641106,5838.09153263908,12851.449702099058,4640.688128686505,10579.490818122043,2246.916239736838,4413.042836517694,10758.780249390253,10554.438178100252,9439.158952159363,1075.7366992758784,11539.86335838413,10948.911739645971,5963.391669541569,16518.12196059737,2628.699397312148,5063.52306632848,8699.39136464974,5524.589576973183,9921.388067078213,10698.650801514865,12154.132537870131,1746.2084666914093,669.9486037218786,14067.42071306354,7898.60800043693,8172.152659353349,927.7434478620766,1998.604258304048,10971.30458568767,16211.2138348578,4657.565010622406,7532.894480406887,7525.563413266325,7524.564915106889,7646.484642292891,5300.095943847402,14877.600558228272,13958.533650222673,11369.83680533853,2054.6420272467462,5379.187135107013,29443.207678964824,14564.72149898022,3339.850703547777,1050.602907823871,6336.104051300105,12007.932898006036,8358.294212075692,12795.816120899855,1324.8833254947328,1827.0537137760048,1885.138318883272,5222.097270289883,9881.761827945033,2179.72173081338,8078.888248783817,12106.313085773205,10917.11308531256,4090.3882688255,10915.155185610569
결혼생활 그림일기,15731.054348793155,8022.020468797709,9109.235697491958,13701.566856537587,9846.066978087214,17085.177808369976,11881.722490185592,5007.365796270013,4321.87853487685,7926.406267509911,11563.672278484186,1244.3491365395994,4729.410673179212,7066.960711575842,12366.976906166332,12203.223329527822,4168.744603088946,11551.371891250015,3518.8310346136896,13074.03019598006,2723.4188398361043,12791.266975280403,0.0,1258.204345757609,9569.95560282177,2947.183241280325,4989.978668065959,8553.498678138048,3878.3753087480327,6710.116923474236,14984.77455659656,10819.30266302784,9314.190822794675,8432.546279484013,8571.616827224025,5792.75687386302,26933.673093600937,10076.235016057792,3132.8059567872865,712.4558710635531,7013.397517377564,2220.804138184976,8204.379713357435,2226.174434121648,10997.994241687138,16773.871715394595,2070.9932633463773,2412.381727992869,3587.79704324709,12268.948166783211,1813.96134605636,23713.155684079687,18565.87178111569,3748.4046031521934,10450.463119599452,17111.356364434225,4352.997506319551,7287.818795991059,22674.195562113546,2266.9054054685853,919.5240313514738,11876.662743593532,13056.410443460025,1311.3823571681185,4918.623568433498,4765.776310921914,11978.194265870046,10968.780663953285,2257.0844882362594,3437.7514145271084,17141.998058209356,5275.383866909632,5586.042080722001,5285.650793816368,5184.028082902247,7491.559854999648,2096.151137452487,1259.2810765123024,1430.4092575688485,14328.824960421814,7548.657311623643,16651.972475682527,1812.2214930553064,9459.080495987337,13071.404016490304,18797.250056316643,24789.42552616848,21142.915210011022,146.77206598667752,13174.199014731024,14612.162667695862,10919.445669933935,7608.945259807216,3404.4597244822594,11234.51877341126,20848.868795702467,783.4051266844492,23691.66343777164,10057.375468514052,2254.3119048875787
아슈타르테,16781.83237696576,9110.016465787863,10176.760204941536,14725.169666421973,10916.60657556927,18135.934673882435,10663.65718281126,3968.557833400174,5397.165451437054,8937.008546542043,12554.641172800875,2373.533066418678,3811.094748765029,8077.139450242477,13447.757756471638,13223.173249571506,5237.7148399775415,12558.25754232189,2722.887485153457,14107.07967112295,1800.961055544685,13887.976871577324,1258.204345757609,0.0,10616.188405847304,2068.8677450939194,3832.387483315208,9583.01587837563,3024.888277694788,7755.467149886789,16012.621316869756,11862.955357100309,10406.049905053482,9410.880148338005,9541.598779378342,6892.474726044018,27976.640336844022,11135.280911943582,1884.001422908868,811.4468265674831,8165.867921319197,1988.3157577834904,9267.149976892531,3409.5865626609034,12023.723435527105,17780.398636149148,3132.8575415893665,3355.2810176045377,4520.780246439645,13319.122808680548,2475.2420428702826,24775.19276254544,19594.80708065467,2645.286623676039,11484.71048364766,18080.54020717212,5291.708590281393,8365.171889903046,23731.946225139272,3207.8704578128,1736.1653184848385,12896.130628791543,14123.4736894636,377.5386344390603,6073.96840158585,5762.255318080377,13053.926594990127,12024.886359329364,3029.865541136316,2346.585375273661,18160.90399916901,6355.163820170517,6530.327701738304,6363.415864833179,6244.283305012467,8593.746200087231,1088.7835732778826,1138.5314302318209,2552.060178188434,15358.819441675438,8578.402142244244,15581.345893811043,728.4714297400731,10548.441766673834,14118.29594362654,19801.749340432823,25862.117196316885,22221.44864830589,1186.626210744161,14207.729387946878,15713.639179903825,12007.243678305613,8675.849820744159,4660.812269513231,12250.520573707872,21917.54110784628,1793.2830669742143,24759.90076833083,10967.08651171099,3512.5158447902973
