,퀘스트지상주의,장씨세가 호위무사,호랑신랑뎐,소녀의 세계,백수세끼,신화급 귀속 아이템을 손에 넣었다,앵무살수,팔이피플,버림받은 왕녀의 은밀한 침실,잔불의 기사,불청객,절대검감,똑 닮은 딸,리턴 투 플레이어,"아, 쫌 참으세요 영주님!",히어로메이커,메리의 불타는 행복회로,꼬리잡기,물어보는 사이,이별 후 사내 결혼,더블클릭,순정말고 순종,결혼생활 그림일기,아슈타르테,황제와의 하룻밤,북부 공작님을 유혹하겠습니다,신군,파운더,꿈의 기업,오빠집이 비어서,미니어처 생활백서,우산 없는 애,제왕: 빛과 그림자,다시쓰는 연애사,굿바이 유교보이,오늘의 비너스,칼가는 소녀,하루의 하루,세번째 로망스,"또다시, 계약 부부",레지나레나 - 용서받지 못한 그대에게,버그이터,원작은 완결난 지 한참 됐습니다만,찌질하지만 로맨스는 하고 싶어,사랑의 헌옷수거함,말박왕,루크 비셸 따라잡기,아마도,최후의 금빛아이,모스크바의 여명,백호랑,경비실에서 안내방송 드립니다,입술이 예쁜 남자,달로 만든 아이,싸이코 리벤지,그림자 신부,파견체,왕따협상,매지컬 급식:암살법사,나만의 고막남친,모락모락 왕세자님,지옥연애환담,모노마니아,악녀 18세 공략기,흔들리는 세계로부터,역주행!,디나운스,사막에 핀 달,결혼공략,헬로맨스,슈퍼스타 천대리,오로지 오로라,남주서치,기사님을 지켜줘,별을 쫓는 소년들,김부장,여신강림,대학원 탈출일지,마루는 강쥐,1을 줄게,내가 키운 S급들,멸망 이후의 세계,시체기사 군터,용사가 돌아왔다,중증외상센터 : 골든 아워,삼국지톡,악몽의 형상,랜덤채팅의 그녀!,집이 없어,천마는 평범하게 살 수 없다,하북팽가 막내아들,초인의 게임,호랑이 들어와요,원주민 공포만화,여우자매,에이머,왕게임,윌유메리미,덴큐,올가미
백호랑,14376.727595062795,6776.694686710331,7808.904718858582,12301.517026237432,8548.139753960037,15728.945516021276,12876.38019512106,6436.459223503289,3119.3549413357864,6521.2022950807,10113.777675350824,1112.9165100032565,6281.81321942168,5666.611535680493,11081.009739467445,10799.679421928804,2956.2515580319136,10127.134136358674,5150.198884090531,11691.741623114209,4259.25781860048,11539.86335838413,1813.96134605636,2475.2420428702826,8223.195932156696,4517.892768409669,6231.187411112267,7179.578651155289,5476.319032635136,5382.203349414311,13590.105314642273,9462.567447964071,8067.844844602435,6970.87046703377,7096.522827238203,4610.196684980323,25556.04683784219,8752.963600141795,4152.712761111383,1694.1012640886909,5965.971218806838,1533.298120437412,6899.902328198842,1725.8339346574485,9607.54384653872,15341.823626006792,1137.6653736196397,1040.8441089972914,2102.4981153849467,10920.407377578687,0.0,22372.127620735453,17169.119895979802,5100.825163423629,9077.24137229478,15623.5670360454,2859.3616900746447,6024.674998809888,21325.777038857486,920.365155859255,894.8985003272319,10472.99677786671,11739.402025739384,2752.8448584373423,3942.043311689411,3368.334239465587,10682.576254828136,9635.941686739585,570.9224090575663,4810.06533563629,15729.680847269214,4052.5376122198895,4086.661310846783,4057.375664469119,3915.004948780485,6287.453329052325,3555.091838821003,3026.779823342394,1099.4977392702194,12938.87951328359,6181.529303523785,18010.472428925852,3201.103628605552,8205.857356543833,11714.631814175063,17360.44036828559,23468.3947630949,19836.597316574127,1719.38776209479,11792.57480132109,13366.590538273358,9654.728317531475,6318.576205605745,3277.6291158319364,9826.395091156402,19522.967470019583,1077.6607963122212,22362.61044808244,8497.564050804434,2476.844385799184
경비실에서 안내방송 드립니다,7995.603011018566,15692.620819785165,14605.226348480435,10083.704843996911,13867.382700850276,6643.28072943481,35137.87253715448,28714.132844691616,19394.97692032325,15850.958255497364,12302.091756464475,22471.581252046515,28430.97744729188,16706.944762739287,11349.908565054342,11580.64966613012,19550.90674253293,12263.036196969728,27193.8098615782,10682.2969957738,26436.523485543785,10948.911739645971,23713.155684079687,24775.19276254544,14159.087874175726,26656.946913839143,28594.316296029767,15195.774981653827,27568.206702138523,17020.15855366809,8797.903784445112,12913.410116369378,14404.682131044565,15418.54954463965,15303.704845869794,17922.281192493734,3289.608765500532,13641.64395104994,26524.53053227879,23963.753453788093,16786.795232726385,23586.645779552808,15512.585845138396,21513.674624001,12765.37724108002,7146.679713234775,21662.12788250487,21422.51767604356,20274.071189949893,11456.369504070975,22372.127620735453,0.0,5263.769329972566,27416.969757099123,13295.556555023331,7136.263512110043,19512.76641767933,16425.518181637573,1051.946076032129,21569.183634739235,23039.215895483776,11906.087683273,10656.919898444849,24973.31207102549,18842.76911977878,19017.456230348445,11735.745247368974,12750.814923242282,21801.23747296901,27113.095472058183,6713.381107089633,18438.805733862013,18292.35525058029,18428.971815520035,18537.720003515107,16229.3290166652,25788.076323413672,24896.268590419862,22285.62606693608,9442.066432067146,16198.569307939715,40354.273832656254,25466.337141391312,14258.451603779677,10658.753380298664,5241.195709385897,1151.9849648111867,2625.2704814796657,23710.83896792514,10581.43945626607,9158.608085168344,12800.143914953836,16106.698062064695,20820.795369522883,12552.290401865484,2870.1612696729694,23009.399617544703,225.0626362482589,14088.79365910864,21863.788104589097
입술이 예쁜 남자,2876.1842186226127,10576.58621504892,9470.36448663759,4869.654528825635,8742.514650234622,1574.7497824366508,29890.590194472697,23550.211931886857,14244.63280262748,10657.799871551537,7065.139066740756,17321.62731021129,23294.17968731643,11517.768367151648,6287.628826104135,6371.772184038093,14397.135890533218,7042.135995227563,22068.257418171423,5491.930428709902,21285.16402817566,5963.391669541569,18565.87178111569,19594.80708065467,8996.54394345392,21513.051706747683,23399.38568095238,10015.885446615654,22437.29190123089,11856.092936289244,3582.531028251484,7747.426704686721,9310.968293324107,10200.102781665051,10079.137582793466,12796.54492177893,8387.899846742623,8499.069214999596,21316.958792686182,18783.975339512184,11743.164919526169,18351.722458565106,10367.188225215566,16390.08162870133,7572.039976040985,1885.5338530270424,16502.386536243106,16239.59201275256,15079.21058572923,6305.3163423359565,17169.119895979802,5263.769329972566,0.0,22239.930350494167,8115.972013053954,2063.3347690405085,14312.522525134267,11291.0805909166,4212.511060123437,16387.15096143758,17861.68833522658,6698.794366833151,5562.068407870738,19806.818984550515,13751.78471228405,13832.79125929714,6649.230597340547,7607.1208335953,16598.970987519406,21939.01148224708,1451.1554095378583,13295.008710162132,13082.8326745225,13283.937849589089,13381.852727130808,11125.114377547348,20624.03831842328,19770.26601743208,17135.525722300008,4237.568495710832,11021.517897646054,35174.312000332626,20295.170418340786,9162.40026858892,5501.864643422508,669.4954274415271,6399.253127369915,2988.232529895486,18555.98306296325,5391.700613484545,4332.391480755399,7726.023413720594,10963.286793967278,15804.61004415002,7344.765930869086,2576.8072088646745,17845.351081939814,5287.8041576287815,8827.9167601214,16802.055877773873
달로 만든 아이,19424.814782261124,11741.528272328169,12814.947085673355,17370.318649926485,13554.342537855133,20779.058129462308,8215.816725470435,1346.8485516762676,8028.740281714345,11582.16169282655,15199.189154427584,4967.84865162642,1415.0186221841705,10722.181462734174,16083.425326060087,15868.365953003597,7870.809239480067,15203.504332077233,1194.1197274593546,16751.683467502502,1144.6550535283377,16518.12196059737,3748.4046031521934,2645.286623676039,13258.699879047945,1077.0647069306535,1271.9886309156525,12227.191699570489,1088.724380768518,10396.84548830159,18657.66440029689,14506.144025128957,13036.862802579464,12055.209589988151,12185.144235012289,9517.594036061537,30621.143537432126,13775.72997800963,1251.0644945379513,3455.9584429280344,10760.420413263651,4236.292544000884,11906.020981725616,5974.339452846677,14668.590186017616,20425.40347408933,5759.9489260014425,6000.339914902601,7165.307421852246,15961.691001327645,5100.825163423629,27416.969757099123,22239.930350494167,0.0,14128.86706969936,20721.30057432576,7935.642740011966,10999.645620381254,26374.419113163018,5852.792999587052,4378.999757535938,15541.32152178262,16762.987821301725,2451.9363395064715,8665.216658984416,8407.197244232153,15690.96741005109,14666.166641785909,5663.919976597852,311.7557406519831,20806.190622648908,8986.894039169589,9173.31643890788,8995.788219236314,8881.258517897819,11219.33880356688,1652.9834530263497,2732.3357048467474,5152.03630043572,18003.71943296829,11222.249648735038,12937.735135920677,1953.4058728513785,13180.236197897591,16761.469056371247,22446.54634621165,28501.6471074404,24859.14771331849,3729.6996330215457,16852.306903542918,18342.19763308207,14640.172552937574,11313.396851949468,7043.627268738017,14895.76231676776,24557.73711170941,4412.005051233701,27400.40598484459,13598.10018303389,5882.074691101527
싸이코 리벤지,5299.958235712743,2523.6518821810496,1414.5157121763489,3252.323303317826,811.8769843018259,6653.073959092624,21889.51007150866,15435.470771167791,6130.357043253234,2556.557816628492,1279.3730158356304,9206.136633186949,15179.385159442058,3411.3893251397067,2103.796242733793,1761.79657484748,6281.978891712633,1168.6845081352765,13956.49999701068,2624.182027109925,13169.203114045142,2628.699397312148,10450.463119599452,11484.71048364766,892.9236817144515,13397.563710164528,15299.340962253444,1901.6974670825373,14323.917589478162,3740.358738699049,4534.322183361805,401.8412187046893,1421.8617561131282,2174.3638694866854,2089.560214065094,4700.6688895975885,16492.40169952474,526.7986936591711,13229.932097385994,10673.397983596904,3808.198734544467,10324.888079119157,2268.9566100914026,8284.426321985069,559.4253668194572,6333.039843986416,8386.426524297716,8129.953842202274,6978.514640867837,1846.7256262422543,9077.24137229478,13295.556555023331,8115.972013053954,14128.86706969936,0.0,6736.470028746846,6218.084799252069,3196.894998151933,12250.158058240218,8277.063076770477,9749.86909769302,1439.1037202580576,2686.4538484604395,11692.057762025155,5686.857443350293,5723.420635478435,1703.6601227658068,634.7864002066156,8506.31934935751,13826.758176302195,6692.579462885862,5184.419491587206,5004.783345783685,5172.767006811433,5266.802240367104,3080.631898643705,12508.94519580332,11659.702476647371,9020.057749078813,3878.511941610582,2906.78601511722,27066.056376838496,12181.659493268966,1289.376872259251,2637.4016337057465,8355.21268696935,14391.426803291122,10763.75733622304,10440.01756091612,2724.5734087012447,4395.256478094148,1017.6867524977064,2861.9468832503085,7818.050849853209,825.5678263221979,10446.16763937011,9729.86206475069,13285.372656614463,1740.3578200749937,8747.097171871339
그림자 신부,2278.80539154232,9257.97647342972,8144.059317090206,3564.368579945279,7454.644396795472,1918.1348780705007,28206.13997400577,22048.740707181445,12816.74241679769,9191.866780384731,5553.395536210011,15870.256094569544,21834.548321572074,10048.039636309417,5231.062781715379,4982.812879568031,12961.998396934954,5587.739627827194,20629.392199259142,4211.354206826141,19811.41694674641,5063.52306632848,17111.356364434225,18080.54020717212,7628.977829920064,20049.726585181263,21845.80054534914,8589.694878247583,20989.31287610108,10431.495307055597,2450.465583214543,6410.717507221401,8060.127289780969,8679.821660732738,8543.66740510315,11425.508496325794,10092.39801857348,7185.428953771628,19745.29932372328,17274.472913901678,10510.932109799063,16726.60264279507,9001.688285343216,14986.073868155943,6177.164430765969,894.3953350389968,15040.367084382184,14738.491171991012,13562.936920115551,5069.872852674735,15623.5670360454,7136.263512110043,2063.3347690405085,20721.30057432576,6736.470028746846,0.0,12790.892830426414,9928.05261011906,6102.89284281561,14886.759228845942,16360.833913040216,5299.5858247252645,4503.339416167966,18315.268665284875,12421.638597800804,12346.76749331695,5523.965511325217,6322.917576270826,15058.009466672494,20426.37934103277,1137.9552824468867,11888.14373679049,11551.107050684675,11875.11719039998,11953.345423456554,9814.921124361112,19132.972004306448,18341.323020566764,15685.115058476267,3038.996402299292,9583.937287113857,33624.067938629334,18793.72545280883,7912.024806694607,4309.949763859548,1897.0142279703207,8287.22228588733,5032.244903506754,17089.53067566766,4120.711066567671,3901.2217874712464,6565.310123199034,9590.238190303038,14550.485098379457,5919.895535139135,4608.596928935765,16367.76885952107,7190.3222381382,7152.676823710773,15480.879497868433
파견체,11517.390625870768,3967.005432207718,4965.542068678292,9443.878974981695,5702.4465825172565,12869.587175975576,15703.87556518146,9258.60361791514,879.0469164688378,3661.867004281687,7263.724696166244,3135.235875687288,9052.08067717716,2808.3981733020764,8232.141865435153,7941.787001779544,827.3197016157826,7271.564256523501,7865.232561027842,8832.650089463754,7025.481546314549,8699.39136464974,4352.997506319551,5291.708590281393,5367.353461932332,7268.675632585057,9086.994729141614,4321.7314887891325,8216.12310828175,2549.059756910261,10732.346919330446,6604.216825599266,5244.0315890672,4119.630596519006,4249.910358095869,1949.386692884248,22698.551232385104,5900.372932892953,7011.912118965161,4484.064296322718,3357.303787441268,4166.232784496532,4060.510052903524,2441.982703388328,6748.353050709327,12490.773477146702,2304.706868758956,1951.1124878149,772.1824507941741,8061.934628152326,2859.3616900746447,19512.76641767933,14312.522525134267,7935.642740011966,6218.084799252069,12790.892830426414,0.0,3216.953001379196,18466.447541166115,2099.219289627564,3570.447171051628,7614.96859143585,8883.838103934799,5525.28217528977,1772.8996959775145,571.2451401765027,7832.192381584318,6780.1878311909,2288.482748296906,7638.284945766088,12874.92407751452,1409.4378011498648,1240.0826353901732,1405.1127724222986,1223.8115006384403,3514.655445899252,6342.618869762672,5605.452273983992,2956.353114461729,10080.525636730305,3327.255957684325,20862.9310464984,6002.887670340635,5378.007287027532,8855.484988128394,14511.300394607695,20609.449396516306,16979.0381352462,4317.711814428104,8933.473952722945,10524.316759925414,6815.4125931048375,3490.9576657032494,2998.3964565348683,6968.483391352139,16664.09717776078,3589.9727525628014,19503.432883610003,5705.287176899553,3264.975145131072
왕따협상,8445.4786134207,752.4236340247771,1822.420116842369,6442.571469194173,2558.248203532212,9799.09284234997,18899.590367501693,12289.578143084627,2971.220842051214,981.6731225627228,4395.155962367696,6046.093180620378,12010.039817481613,779.0174280828542,5083.792541100755,4958.600675926247,3128.8405392987306,4341.315292934791,10779.220512801188,5805.642146664008,10011.086820392366,5524.589576973183,7287.818795991059,8365.171889903046,2304.843536682198,10232.876900864983,12195.470968806154,1373.7785468434006,11150.18847748218,692.6120753696164,7716.625666970217,3547.9793876046324,2044.7231148698336,1584.0512002317537,1747.4725788758517,1506.1157184345652,19647.988095250632,2792.377748790646,10158.317653128654,7555.024638149356,1025.7014159268742,7382.447683967415,927.9899918837676,5099.173881928617,3754.400402569935,9527.032036792096,5240.041994435352,5030.652046166937,3931.4879063706426,4986.767449910975,6024.674998809888,16425.518181637573,11291.0805909166,10999.645620381254,3196.894998151933,9928.05261011906,3216.953001379196,0.0,15386.384967802069,5174.476938435531,6630.375001290349,4635.785098789152,5768.639269691124,8551.429100198393,2494.931318856916,2667.797310181565,4692.177819222907,3684.985157118871,5458.86066317272,10693.91866955889,9878.758510049984,2013.717146967691,2155.376307841199,2004.3022239216984,2121.92088176991,380.2677785031674,9364.569124764628,8480.746433028024,5860.164104103925,7060.035434385584,598.4555348707049,23932.677673515307,9046.787979974191,2184.992153567825,5790.182506923861,11547.674772574792,17504.2922458548,13860.017052816836,7285.66418917742,5904.925139302471,7351.317313229214,3642.2003104503024,340.49911196788685,4658.136042562273,4008.236093239288,13562.167653682882,6588.1028336534,16405.080158778004,3342.633981042467,5552.850087910567
매지컬 급식:암살법사,6950.510093159698,14655.390514265437,13565.25106971416,9034.085169282744,12828.141046944767,5597.106819422938,34086.82250277823,27673.49985498938,18354.77027015919,14804.848586268668,11251.263609874188,21432.05352765196,27394.13739758892,15661.456025666728,10315.113472568051,10531.920609475925,18510.30084972728,11213.464390681866,26158.407382683745,9634.769557571335,25397.39052404775,9921.388067078213,22674.195562113546,23731.946225139272,13115.821214861224,25618.88075256885,27549.45491450606,14150.960015192935,26532.093465720307,15977.66112724208,7747.693736938723,11869.240012318,13369.360588776177,14369.719299810811,14254.26577764203,16884.770839603072,4286.461048145552,12600.315295701608,25477.910194797165,22920.500146499744,15759.250345170703,22536.68037307859,14471.793635320108,20477.478580426643,11718.4302130673,6096.187624365198,20621.169874328363,20378.552578075767,19228.48734749676,10412.838813551723,21325.777038857486,1051.946076032129,4212.511060123437,26374.419113163018,12250.158058240218,6102.89284281561,18466.447541166115,15386.384967802069,0.0,20525.35050938016,21996.147198285715,10857.59137288742,9617.988900341748,23931.93491834888,17810.088774034622,17972.918994156706,10698.91653012786,11708.863512898612,20754.924689304848,26070.918118568643,5661.712517021115,17399.180057243837,17244.827395146716,17389.188081403743,17496.61165090953,15193.803824776942,24747.126212461026,23860.43549309779,21246.04594092778,8392.845766069257,15154.3418504754,39312.058914415626,24424.388507723863,13222.756954690947,9614.098002344082,4205.990013528298,2190.7146888431243,1674.8429805607657,22670.85678227368,9533.912966591106,8141.153606252722,11765.748149304478,15066.367354041726,19799.17871284063,11503.95361161496,1855.6290476179377,21968.089604866345,1087.4386250176572,13036.8688018446,20836.19826297671
나만의 고막남친,13574.96566052843,5923.754658435594,6977.269033358152,11517.56252009112,7717.408078756556,14928.913793047142,13748.651416315744,7167.5835395881,2229.944824919945,5729.439448335673,9351.818170460858,1104.94386519336,6952.890347383328,4869.389944398187,10250.465720191514,10015.670650708938,2067.1384815724464,9352.130371103474,5768.759167472012,10899.220670646684,4926.565199336005,10698.650801514865,2266.9054054685853,3207.8704578128,7410.222321603762,5169.482189633183,7027.434867515459,6375.402473593079,6117.659128050641,4552.090227417773,12804.871754864756,8656.113791286094,7218.961926216356,6209.803848996009,6343.435406869495,3729.5889530269214,24768.786747288952,7931.945105138829,4984.640977658943,2396.8358612409784,5065.485999544384,2444.693156363689,6067.120358040283,1030.6257008786197,8815.869298425281,14575.361775748705,440.1531886624655,148.27165101100442,1328.0877942773568,10112.818178323869,920.365155859255,21569.183634739235,16387.15096143758,5852.792999587052,8277.063076770477,14886.759228845942,2099.219289627564,5174.476938435531,20525.35050938016,0.0,1475.7018429026975,9688.624976596531,10920.70300377847,3428.6775842775146,3025.496303863917,2554.415523307908,9854.812151010838,8820.2377429007,495.7635185095449,5552.157318998159,14954.010759886069,3178.282627034474,3338.6722512754936,3184.693597873667,3053.5442894787734,5420.867782315713,4246.579263820057,3525.4160964469565,952.2929230739088,12150.979819249767,5371.1329510566775,18789.082679813124,3910.728191367626,7359.443237154867,10911.353777070315,16597.39994462392,22658.267047852554,19019.822000810647,2223.1435295798856,10999.875255034423,12525.567330060983,8814.93905633111,5478.712158611787,2515.7239712944174,9043.20551824328,18713.18820991901,1493.970404321396,21555.10486982128,7802.312915799101,1958.3525483978767
모락모락 왕세자님,15046.20152290641,7376.275226194365,8440.795484758135,12992.237130940804,9180.699658429594,16400.374753090124,12345.489393109983,5691.882846346122,3664.997557784707,7204.338100967136,10827.444357898006,774.6310487708473,5485.742006185644,6344.048007669701,11712.210644988434,11490.50550387154,3504.7166636567217,10827.67084001594,4318.741716601496,12372.799595766604,3457.8219765884137,12154.132537870131,919.5240313514738,1736.1653184848385,8880.33035331535,3705.685915710046,5565.173677347361,7848.199090744716,4659.029147269399,6019.33506006605,14279.268833081327,10127.393418742377,8672.363155287123,7685.101515738669,7818.113743177779,5163.163932715703,26242.18145470364,9399.11688517072,3555.111382306351,924.9775237488532,6456.8202356065885,1655.2085682186214,7531.103943142705,1789.0584866244392,10289.966192780676,16051.023991940448,1412.6872701482162,1623.76102854897,2798.264820491924,11583.30911909488,894.8985003272319,23039.215895483776,17861.68833522658,4378.999757535938,9749.86909769302,16360.833913040216,3570.447171051628,6630.375001290349,21996.147198285715,1475.7018429026975,0.0,11163.463497440884,12387.321114676091,1954.8699587639128,4374.352880518872,4029.0598884002616,11318.092883878278,10288.779809624086,1368.258657886494,4077.330768847978,16429.22604311427,4622.239033115006,4810.528395730607,4630.137705761071,4508.942661391234,6863.0900857791175,2772.210634042042,2141.290092543379,913.901614599152,13625.089866826327,6843.260712980143,17316.500758172668,2435.0263519459354,8814.341105967671,12382.7415647998,18073.09595064927,24125.952581233487,20485.41293218308,826.0340493879679,12473.408139732852,13980.235070635606,10272.574538921408,6940.0758485685765,3235.7388784066684,10518.238995379974,20181.38277077261,278.5835142621988,23023.76013701563,9265.73990612046,2209.555169904036
지옥연애환담,3920.776392577809,3958.3908906039887,2844.703336025643,1829.1962469038024,2169.7209921389053,5265.466986903908,23243.90529273725,16853.26030146304,7560.000345637473,3959.186078006551,564.6482545711943,10632.407073522216,16606.0734096333,4819.424124404668,1235.4829940461802,327.0456744754334,7710.076368455346,390.4550647363568,15386.514035297754,1228.6825641933222,14592.438351333243,1746.2084666914093,11876.662743593532,12896.130628791543,2331.949831889216,14823.063809212908,16701.901404371467,3323.308831228333,15752.49269006941,5168.545342395717,3117.4240493768225,1118.7994538782302,2785.654804954509,3512.702602003542,3400.6926137798905,6138.781969857682,15083.618989127408,1892.7832053122088,14623.344037874956,12085.398223360638,5223.008885855679,11684.180122651424,3707.9313523204646,9718.818869931922,881.858192881763,4898.897083191171,9809.624275104612,9541.002389048384,8380.780768251156,676.6152322924003,10472.99677786671,11906.087683273,6698.794366833151,15541.32152178262,1439.1037202580576,5299.5858247252645,7614.96859143585,4635.785098789152,10857.59137288742,9688.624976596531,11163.463497440884,0.0,1490.3483136289767,13110.186811674255,7125.811130976375,7134.412993835901,1014.5990674892806,1081.4623636720971,9902.489455949695,15240.69068033742,5266.707709648643,6617.860749469791,6388.585830981044,6605.843763842589,6695.67414443451,4515.339773899939,13927.750583864958,13090.908854038176,10446.43873913766,2466.0694460691875,4328.042421362728,28475.594478216128,13597.480432624076,2640.403727499005,1306.4795449850972,6922.044731837257,13012.09263942014,9401.986738003146,11863.567722798682,1329.0933500336168,3238.7946149369864,1503.3218706832563,4300.246062247195,9251.499279477746,646.6496349197847,9070.995617004122,11150.14912419899,11902.827081007472,2435.5671969042774,10186.1166404433
모노마니아,2690.8578465254004,5038.192514919841,3948.628333387598,1064.6527426467223,3210.462865548913,4038.667356277253,24571.352319418056,18057.46390028193,8738.254739209127,5230.885596820673,2040.269489172656,11814.665640935777,17776.518132206264,6076.180981006086,736.8127374994735,1243.3694489482075,8894.490231605248,1878.6547546133304,16542.193638780416,666.8529885127044,15779.718148236429,669.9486037218786,13056.410443460025,14123.4736894636,3516.5164589965743,16000.891920172046,17948.130597081614,4563.366449867606,16915.065718629932,6368.709158162178,2076.6335601592946,2289.2799977153213,3757.5746352886126,4858.209377733407,4765.764539775878,7267.072634365687,13884.00474181586,2988.7762437590554,15890.642011073478,13312.2357660373,6181.24064182876,13007.367454041563,4856.980042576987,10860.754759053829,2207.62187293945,3911.597938451546,11005.94966358956,10774.711913295516,9637.30036075843,860.8162911632558,11739.402025739384,10656.919898444849,5562.068407870738,16762.987821301725,2686.4538484604395,4503.339416167966,8883.838103934799,5768.639269691124,9617.988900341748,10920.70300377847,12387.321114676091,1490.3483136289767,0.0,14317.44962305735,8202.402915597997,8374.61525512557,1087.790578483253,2103.6561479330685,11168.822271196364,16458.368468537483,4198.718606536913,7781.892868940708,7682.029049023622,7772.08878844357,7882.048836625679,5579.641542281078,15131.706873461637,14243.856862642891,11628.707099549794,1465.062330675822,5557.880322645467,29699.023425489017,14811.32297310693,3609.87147879644,401.52497576638063,5884.977252159922,11738.758514060964,8099.259931057248,13053.9555245903,667.8767962179606,1753.50367976228,2164.238766400768,5450.291000593771,10242.546238612444,2061.9378349550725,7794.857934044301,12353.57101921624,10637.68003381219,3925.227246906199,11245.307400720032
악녀 18세 공략기,16983.885517133564,9291.773274583453,10368.857759792472,14938.22858688492,11107.720542309078,18338.27720054861,10572.361402988785,3743.435700253585,5580.213179783925,9152.044470492454,12779.557045654888,2516.054059312352,3535.329523751495,8291.437704205879,13635.02154603434,13437.171559513286,5423.166026859871,12777.128084283102,2403.206503855873,14316.030582879306,1508.3185286866374,14067.42071306354,1311.3823571681185,377.5386344390603,10817.985136897934,1765.047995160582,3681.578631966436,9791.10692018222,2723.539758382293,7955.284038846839,16224.31186615326,12066.516505732918,10586.666577056896,9638.316674000607,9772.102293756649,7066.483179395755,28183.64591489252,11331.743360680057,1864.674123425128,1058.9329931448592,8311.43854780985,2363.2849855518966,9460.798566586309,3529.4282637847327,12234.850170058506,18001.11033910237,3311.6002951276773,3576.9264329207144,4753.101859250787,13520.45624291038,2752.8448584373423,24973.31207102549,19806.818984550515,2451.9363395064715,11692.057762025155,18315.268665284875,5525.28217528977,8551.429100198393,23931.93491834888,3428.6775842775146,1954.8699587639128,13110.186811674255,14317.44962305735,0.0,6216.244047578914,5977.705331216433,13243.487076011845,12223.08159792712,3292.714094835086,2143.9575326509857,18376.766753201893,6537.972687552111,6765.36441749221,6547.16135164032,6435.608923958409,8768.069888203656,818.0376913550629,818.1255060278258,2700.113062994716,15569.437343378648,8785.530211444348,15381.630651788191,502.0409583162868,10730.367484048278,14321.33949535374,20023.667553337327,26055.29920839699,22411.44370864161,1280.203654846496,14416.512877781335,15891.029568121843,12190.576352498654,8867.171952012784,4691.164938262116,12465.668648818812,22112.24356044536,1963.91721795409,24955.111259747173,11218.489601776662,3530.17756154074
흔들리는 세계로부터,10891.317762206878,3178.208926501284,4291.246574400001,8922.310421813248,5010.636439142834,12241.055337614798,16719.68054350949,9920.040913142211,956.3415125672324,3328.6192957134235,6889.087481872867,3704.086779036227,9599.11653839356,2554.1795339194427,7495.65587011388,7447.001984560583,1092.0078736382557,6835.909925684983,8355.570438028759,8280.903485850686,7629.764908253748,7898.60800043693,4918.623568433498,6073.96840158585,4793.933962208504,7837.376416160339,9894.895601059294,3855.206691960155,8732.958253043927,2083.298184209876,10188.219245949953,6028.092138657104,4444.829024082294,3919.687448359656,4080.212547686829,1031.6238979220864,22083.76109409893,5261.702894726659,7927.490023346811,5279.7801879535855,2095.253931043198,5439.111562335751,3419.9905614519125,2693.501074925842,6245.569966337469,12007.981569852544,2963.334338598677,2901.250710885591,2107.074075995387,7449.08413985115,3942.043311689411,18842.76911977878,13751.78471228405,8665.216658984416,5686.857443350293,12421.638597800804,1772.8996959775145,2494.931318856916,17810.088774034622,3025.496303863917,4374.352880518872,7125.811130976375,8202.402915597997,6216.244047578914,0.0,1352.3436200880826,7116.200518271412,6149.432405592939,3426.0658573634546,8355.207338417433,12350.824157998588,807.3562899761736,1887.279896630988,827.6323235645197,925.2025528821052,2626.855962073408,7014.3603260843865,6061.932523555322,3522.9665148355643,9532.310815860994,2906.38977368277,21559.12667508839,6717.761237310492,4592.642316076188,8251.686819146442,14025.545517767538,19906.45617369073,16256.899928907284,4936.305053807904,8379.280937991974,9711.543050549955,6045.038186825943,2834.3034439839703,2197.4322939003514,6501.837846811354,15973.886771158615,4281.159482645861,18814.274451043584,5691.822925116893,3060.403351263287
역주행!,11022.409629816522,3419.8717717058166,4440.57199928289,8963.249958789547,5179.844849658137,12376.06943582492,16235.839165022508,9719.769188397491,688.9561322047839,3175.2805741656907,6803.401203904456,3528.0212909693832,9488.16861049199,2315.0316955595526,7712.905967168383,7461.456373998863,752.7256718008936,6799.473530808386,8284.587914105474,8344.959128784874,7467.013383740375,8172.152659353349,4765.776310921914,5762.255318080377,4860.260030905863,7703.357122444928,9576.920411948931,3822.02647074313,8642.824072921598,2014.2660737955969,10250.471978978696,6104.074400601203,4704.953028514382,3667.114596362592,3805.872140733278,1380.2839526519083,22214.51401602617,5386.639820224922,7516.523421979121,4951.246675300808,2787.1768824595133,4717.604406436015,3531.728685583064,2721.1510982907344,6261.468296128903,12023.40643561448,2695.575256231321,2406.9896120075387,1267.088750369986,7561.47765223576,3368.334239465587,19017.456230348445,13832.79125929714,8407.197244232153,5723.420635478435,12346.76749331695,571.2451401765027,2667.797310181565,17972.918994156706,2554.415523307908,4029.0598884002616,7134.412993835901,8374.61525512557,5977.705331216433,1352.3436200880826,0.0,7314.852145076632,6272.056162351628,2799.219983188648,8106.288228635868,12400.25111397173,851.3802836863314,876.6693224591829,844.9609927051533,659.6744363162472,2954.781351720577,6795.647026163875,6004.166863051984,3344.010946705824,9596.568632023567,2819.062301823676,21343.249247480893,6463.400780499591,4841.324795486005,8358.858078346064,14045.988714415478,20109.04239734845,16473.48507602435,4742.793564596074,8445.632554626765,9998.66123569592,6287.0445786605005,2952.863122285506,2978.2326202700565,6489.195407541366,16163.619521012406,4022.382869120525,19004.83459264544,5314.584069957298,3442.210368658098
